@relation data
@attribute C {'A','B'}
@attribute X2 numeric
@attribute X1 numeric
@data
'B',-0.456677861312848,-3.83108206552764
'A',-1.6432145782311,-0.128770401960858
'A',2.44846913285351,13.3201684688503
'B',-0.178703095472019,-3.41108454733238
'A',-2.23933887316276,-1.8614487908852
'B',-1.36947845062243,-5.92941540119686
'A',0.151072052874672,5.15902014294028
'B',-1.6579362101221,-7.93763207792536
'A',-0.555114081159293,2.84184191064356
'B',0.75211133741039,-1.82635199635479
'B',-2.10888028821629,-10.5853970012797
'B',1.18999065219789,-1.69419754634261
'B',2.32628470571509,1.66754917613976
'B',0.0467706591093375,-2.70993262655658
'B',0.433482575662154,-3.56583025170769
'B',-0.505172088373872,-4.79605122515713
'A',-1.62505021653338,-0.542433112645618
'B',-1.67640964897465,-6.72053184668094
'A',-0.760999557601069,2.91883741161524
'A',-0.118379503704067,3.27755139878158
'A',-0.683288640072109,-0.450247449629604
'B',0.420795257741414,-2.17873659379174
'A',-0.397483120342013,2.32874111223391
'A',-0.0705664678883115,4.21730450269307
'A',0.281134527224036,3.16319267087478
'A',0.239673947058511,5.55647201785855
'B',-0.326853613651576,-4.56721251020168
'B',0.250374951655565,-2.888984605692
'A',-1.50941494621921,-0.327749643749024
'B',-0.0410170242720061,-4.68730046410741
'A',1.45910477793982,7.05650143147507
'A',0.659242842629156,4.92531428382747
'A',-1.33560679232954,1.31554481225941
'B',0.0121602249031615,-4.17119338472522
'B',0.20079808529066,-2.24866312786461
'B',0.32049773049783,-3.66983544152399
'A',-0.37842863776558,4.75841483695495
'B',0.760899578730748,-1.08004536024295
'A',0.448781659030883,4.05920186979382
'B',0.0950256578101915,-3.55961600358762
'A',-1.01298973071093,0.523223903960548
'B',0.0773262020736846,-4.03203971535493
'B',0.344531711028057,-1.19730668322192
'A',-0.0307152104128409,3.95914919133124
'A',1.12318963343149,6.77291887620153
'B',1.18261210783497,-3.43775814466863
'B',0.416343217334102,-3.45188754912474
'B',0.681109767115635,-2.64201771631067
'B',-1.08424656613337,-6.08916698883569
'A',0.154865848488591,4.55129823664482
'A',-0.647192449334809,3.79320740736828
'A',1.39294352497397,8.47327712317658
'B',-0.753280836344755,-6.70922866344034
'B',0.623929860339739,-3.12842722514287
'A',0.533677397425703,5.37114685531274
'B',-0.436068208531173,-4.60572614842046
'B',-1.23280482570051,-4.16842436456777
'B',-0.388215495743611,-4.3184211951713
'B',1.12213337804228,-1.07224541373621
'A',0.324638616021169,3.75698576636555
'B',0.304233778925564,-2.85685884030275
'B',0.754325630705935,-2.26007725514818
'B',-1.58592128226036,-4.92024709606927
'A',-0.0954178469463499,5.81085880546129
'B',-2.30377932762874,-8.90733967109761
'A',-0.439906042346797,2.51210074873283
'A',1.15686065317164,7.35532792700001
'B',-1.51834981572298,-7.46733239354051
'A',0.318418030835975,6.71555568155683
'A',0.718282195932079,5.94307483074311
'A',-0.503705790107929,2.86214105500996
'B',0.300649698505318,-3.91656415918564
'A',-1.21633583709084,-0.416125262706601
'A',0.806103150146311,5.68107583768759
'A',0.396549147463066,4.2058805241513
'B',0.241769683324482,-4.47016570989879
'B',1.17875492443404,-1.911560260727
'A',0.610403311767023,3.46278502561273
'A',0.181074617737063,5.36969181195927
'B',-1.04107457268621,-7.02590004059425
'B',-0.77903845751525,-6.37695059095527
'B',0.328246437480064,-5.12964837484356
'B',0.959607928585777,-2.15579387836596
'A',-0.0195658560997655,3.44390154527122
'B',0.654188257213676,-3.81003190958105
'A',0.130169305808496,3.28579692573431
'A',-0.776827597494327,1.73439810859009
'A',-1.28832512115223,1.33025014001849
'B',1.00972368071654,-1.04003615003995
'A',-2.08700895784622,-0.550634884827519
'B',0.411234579323813,-1.93203777932743
'B',0.198668619406,-3.43024325046181
'B',-0.163689839805264,-4.74529730130254
'B',-0.217736673064169,-5.54381441063322
'B',0.360822787257187,-2.36249908896864
'B',0.577241392903283,-2.0256708453142
'B',-0.222798742524607,-4.87687999689651
'B',0.26579289624533,-2.74063155871918
