@relation data
@attribute C {'A','B'}
@attribute X2 numeric
@attribute X1 numeric
@data
'B',-1.03503171787963,-0.66986564784476
'A',-1.24708868345382,-2.99198707387589
'B',0.552014463280449,0.0326708208283681
'A',0.969883836889979,3.19728795433185
'A',-1.69420460139218,-4.19314868397511
'A',-0.656896510835982,-2.48171475099428
'B',1.25653390632574,3.13348615750867
'A',-0.0773358455861291,0.190109301369878
'B',-0.574279169896762,-2.17051395664321
'A',-0.466513136597639,-0.560158882631074
'A',-0.473203637533868,-0.170381741909389
'A',0.528136675369152,3.43598810622106
'A',2.32125497515642,5.80151618953229
'B',-0.0422397526039335,-0.0340678715632444
'A',-1.54774548393365,-2.28969271413794
'A',0.535716118044129,1.77442051124345
'A',-0.105782738178315,2.47564670010983
'A',0.851840966869899,1.16545679073374
'B',2.01569920505592,3.29070138100256
'A',0.606342294192372,2.18554488916196
'A',0.775837498548283,3.66374381297247
'A',0.6704550619231,2.84261707157591
'B',0.390931577298336,-0.717584397505472
'B',-0.491635890669263,-2.98550285067107
'B',-0.969843782621864,-3.59086113850284
'A',2.43493968336725,6.31860529555258
'B',0.180751321861355,-2.5365159762749
'B',-1.21227373979787,-3.39520064212519
'A',-0.529593587593612,0.203330205640092
'B',-0.0817305872736628,-0.473035658864682
'B',0.794479210004723,1.79444218612128
'A',1.84404661269702,7.22663024104127
'B',-1.13056017074331,-4.19355325646389
'A',0.858305245575421,3.32285062802216
'A',-1.36550796794145,-3.5569462940992
'B',0.811503121561494,0.112027086417404
'B',2.59277791088701,5.07628330356276
'B',-0.056015435736972,-3.05507556045176
'B',0.385488376963056,0.345620562722654
'A',-1.09746645305291,-1.20286968443495
'A',-0.408836301729165,-0.164832659003451
'A',-0.724228172345545,1.37392167042869
'A',-0.164161877930451,0.176786837922555
'B',0.641559807213507,-0.806150508556029
'B',1.0902498785093,2.34712705093772
'A',-1.4232895020462,0.320506803171678
'A',-0.202201842735259,0.291299430237887
'A',-0.000174708550206963,0.774631332173765
'A',0.208757287523508,0.569690247084156
'B',0.536190764367921,1.00206759891987
'B',-0.19731342651015,-2.74482120406668
'B',-0.109259581847749,-1.85919132893838
'B',1.19540378854914,2.1221893679063
'A',0.0407354509978513,2.09754707678979
'B',-0.305896992252626,-1.32232687941837
'A',1.50987197883096,3.58298833265819
'A',-0.016177917443374,2.35642795478014
'A',-1.6007004741466,-3.24500193222513
'B',-1.07145272730688,-2.60067442267264
'B',-0.339395642121604,-1.25358587470939
'A',-0.136196995158007,1.05805306912043
'B',-0.0890853984437958,-0.402437695074993
'B',1.25960068027342,0.0577447724640567
'B',1.84663017748868,3.5215985013234
'A',-1.87066360749207,-3.44851496817159
'A',-0.676789021809428,-0.00911541354230616
'B',-0.764541717297646,-4.55916521739834
'A',-0.0587488317108798,-1.85245647398607
'B',0.58810751008578,-0.267101033645356
'B',-0.26379111086067,-2.48746679779854
'B',-0.616912409665497,-2.29432819708008
'B',-1.047674392654,-4.74557353520352
'B',-1.9127683349962,-5.73639750811288
'B',0.335599842875898,-1.07897430535763
'B',-1.63891769391239,-5.79369993689599
'B',0.633294667740032,0.269862246910781
'A',-1.58583174659087,-1.9767180572672
'A',-0.739687856544936,-2.02843294183369
'B',-0.452595717324278,-2.79948813022904
'A',-0.806885460506333,-0.725824173830899
'B',-0.763288938396644,-3.37975237510328
'A',0.890098148367075,4.88837895515137
'A',0.665393686754034,5.15731602549165
'A',-0.266038504181753,-0.114601271602358
'A',-0.0106036605427767,0.733946930935712
'A',-1.24511097620197,-3.79907169157007
'A',-0.716949559266594,1.24158935364515
'A',0.121804317698821,1.59248765739956
'B',-0.227294431216389,-2.42825420178709
'B',0.21035600483158,0.492925174651984
'B',-1.61471715293479,-4.36708904291078
'B',-0.864784378679182,-3.08520469082854
'B',0.493502580134547,-0.111492785290375
'A',-0.0540147232367272,1.63405293047194
'A',-0.125456284748819,1.47545751775407
'B',-0.825902324369896,-2.78281101561494
'B',-1.63630705299461,-4.12277106023716
'A',1.77439972938575,3.20599995400785
'B',1.55275985505716,1.89628245176565
'B',0.946041158355359,0.4403349172413
'A',-0.0550070671681251,1.9094995377524
'B',-0.023121679574136,-0.00172787824248762
'B',-1.2781408597559,-2.85515865737267
'A',0.414089654652859,1.95376039186463
'B',0.370940152063482,0.706377454377982
'A',0.324932185360538,3.32504169268819
'A',0.638029597336111,3.10425753568969
'A',1.83311277679819,6.02508499356298
'A',-0.353116337087509,1.99317748303375
'A',-0.194586724954712,-0.679696498705958
'A',-0.124490443564514,1.05341110003195
'B',-0.376496971397927,-2.18964831819419
'B',-0.460728901868788,-1.25118711485813
'B',-0.140601075084596,-0.940903127301333
'B',0.273251955566709,-0.565090298103379
'A',-1.02316929015639,-0.584924308959188
'B',0.981260166622282,1.86330966607771
'A',-1.14827845550534,-2.16610983317315
'B',1.02038350354946,0.867933164652047
'A',-1.15248266821143,-1.98973901095849
'B',1.05238911671802,1.75809185232905
'B',-1.03859258319096,-3.65121134906756
'B',1.18317315487953,1.20323436239968
'B',0.956662664975675,0.174085803388411
'A',0.329382511552792,2.38705394694377
'A',-0.174448755471204,1.74414296587208
'A',0.95858158027045,4.27530623279414
'A',0.62276648044991,3.1270090635909
'A',0.277399134275207,2.99963282834287
'B',1.21080827661254,1.75078129658769
'B',-0.86844716468803,-3.71881217250107
'B',0.701429159443543,0.508505783408362
'A',-1.28741451344139,-2.83273178281508
'A',1.30319926396194,4.92243213873107
'A',-1.33482290873404,-1.90068221151254
'A',-0.0348470354872269,1.2666431049156
'B',0.382773159276162,-1.55938530701411
'A',0.164660790568204,1.23594949883766
'B',0.487029655463138,-0.897506258501837
'B',-0.290703413891669,0.199941293377461
'A',-0.373823415781837,1.0351552227843
'B',-0.90130579111126,-2.4848734437351
'B',0.606785382297005,1.02698603183847
'B',0.564170086027783,0.789025110005444
'B',0.933600117100842,1.56302113227026
'A',-0.681103560148344,0.718488510231431
'B',0.339628476300538,1.0944620886367
'B',-0.961327404399037,-2.78882827200842
'A',1.28067187464482,3.03428227404678
'A',1.97722958441236,6.11508349225184
'B',0.218685033372838,0.538215826178386
'A',-1.30499157275544,-3.17360381191135
'B',1.58649863890188,2.41457251001139
'A',1.34180245287685,3.75191228790679
'A',-2.76850900830167,-4.81320091054686
'B',-1.61336294654892,-4.12628796935675
'B',-0.487268063452624,-1.06501788222342
'A',0.235749348801325,0.694585290428317
'B',0.196013942223611,-0.137943895509566
'A',-0.200651524840223,-1.75339450283061
'A',-0.152249893311364,0.703308248059715
'B',-0.0857737777901073,-0.572011609818067
'B',1.21933543138776,2.49825437542574
'B',0.462663390594628,-0.755279799178425
'B',0.846878592980708,0.749767750447592
'B',-1.15218157801572,-3.77434344216827
'A',-0.382047123237568,-0.4333264258364
'A',0.172174082452431,0.393412391186179
'A',-0.993833313518884,-1.68405416394277
'A',0.171887421383685,1.87772749529197
'A',1.70459309831622,3.91656866097534
'B',-1.33066390019427,-4.40421437455573
'A',-2.09704825792101,-3.07557898185896
'B',0.166309077553504,-2.68004156035479
'B',-0.772809223938683,0.0161113194641445
'A',-0.717815127951945,-1.9332904937436
'B',0.618485200783378,1.80009041154508
'B',-0.381204678731158,-1.76544283903517
'B',-0.802747473983421,-3.84545833754753
'B',-0.404424631642154,-1.93955505306251
'B',-2.11585910975131,-5.00765033764871
'B',0.552882132394334,0.178684902768131
'A',0.291457860007297,0.632025876913836
'B',1.09777458270732,0.764762191930664
'A',0.825733014845291,5.40543010786802
'A',0.327383176400967,2.59800240303192
'B',-0.254802169060316,-1.04549219328926
'B',-0.102270563980006,-1.17947366087924
'A',0.862270403497729,3.58735359339263
'B',-0.650335754746694,-1.79097354553466
'A',-0.398206492475034,-2.31286462863172
'A',0.31356624913444,2.47790721600169
'B',-1.65815002005516,-4.43611001449402
'B',-1.13183404977817,-5.3352380975776
'A',-2.46624946617182,-6.80607300295047
'A',-0.0805862806861745,2.16694878854103
'A',-1.45885291364593,-4.31710914463601
'A',-0.597225445827401,-0.371138639897618
'B',3.54127669207764,8.02046357334171
'B',1.60099084546766,3.92670380017908
'B',-0.33232296992584,-0.393190001378684
'A',-0.314604703650449,1.40804011379219
'A',-0.496161261572652,-0.756822828960205
'B',-0.228815188718509,-3.19121973838402
'B',0.575871422345449,0.198332679189662
'A',0.762122297883185,4.41468819627933
'B',1.11132400807207,0.994423574246627
'B',-0.381110058266704,-2.56648540100732
'A',1.08021085006915,2.96895192899911
'A',-1.39549890649514,-1.83341622915448
'A',-0.621904611687966,0.893257646781511
'A',-1.01361775611597,-1.29285827371651
'B',0.0879269311797187,-2.59236544775702
'A',1.40919360284082,1.2899149427726
'B',0.537333977886144,-0.552771081456578
'A',-0.751015058608553,-0.878911501117446
'A',-0.424751418457438,-0.516994905510441
'B',-0.699326685631363,-3.65789263390022
'A',0.83893353185421,1.94085081524682
'B',1.27355057630303,0.290339400358399
'A',0.227039254107059,1.15962945052777
'A',-0.145530837609282,-1.58531710353962
'B',-1.39132345118383,-3.97924457450014
'B',0.0234034333472977,1.04628295647514
'A',1.00059159680206,3.43238402442088
'A',0.100448536415557,-0.361726445355057
'B',-0.786599300064165,-3.31808978716612
'B',-0.78375036600717,-2.44965857967395
'A',0.704362149213502,2.59437883464977
'B',-2.24145612320735,-8.34216655290721
'B',-0.245903471880746,-0.259724764103738
'A',0.947915955765576,3.07240395585536
'B',-0.798067394402791,-2.92492001697734
'B',0.294973563256185,-0.299334047149619
'A',-0.980589364958802,-1.84557239520511
'A',-2.72110453425924,-4.77858893255683
'B',-1.96689081151039,-5.14014748609639
'A',1.89926909868973,5.66399383534641
'B',0.0922254745729373,-0.776027457024943
'A',0.80059797363403,4.49961740504004
'A',-1.24745845961473,-1.37385013919459
'A',-0.105868464377685,0.0713551182192357
'A',-0.149343945332355,1.28518465894761
'A',-0.926506355346968,-1.27281172663492
'A',-0.00318298586229322,2.62492004722127
'A',-0.114146744077146,1.76125174793168
'B',1.35238688151216,-0.0267576765790745
'A',0.59190504915395,1.84346793759373
'B',-1.08879189686195,-3.61194371225171
'B',0.413942105876805,-0.769609403944428
'A',1.09315074582822,4.64967118407811
'B',-0.456170025470828,-1.78338419333922
'A',-0.0609230687899418,0.893077829048879
'A',-1.72341661673479,-3.06903027591109
'B',-1.73155502252143,-4.28870319858023
'A',-0.96458593856478,-1.5576700906027
'A',-0.265674527872438,0.128400806749026
'A',-1.00295977168869,-0.552083718336312
'B',0.394654972937403,-1.5001510809808
'A',-0.922072282185254,-0.842067186566023
'A',0.892604367831251,1.95636558331614
'B',-0.946235209446428,-4.05921008255925
'A',0.283807621410598,1.5643471521211
'A',-0.167075235789171,0.834253688479025
'B',0.378784488397107,0.459833292098919
'A',0.331904267878607,1.33127368563983
'B',-0.381991939587214,-0.88561054127078
'B',-0.372288877034617,-1.90759862839843
'B',-1.32473668619134,-4.60006517815377
'B',-0.867236714125846,-3.72217245520908
'B',0.115881793367753,-0.676068734720032
'B',-0.655736185829249,-3.44517672071234
'A',-1.83129616996137,-4.04891842455557
'A',0.392892131359488,4.10185211994271
'B',-0.0849668662408633,-1.19302322448294
'A',-0.273729997736886,1.87306019688791
'B',-0.44503071589311,-2.47463361712367
'B',0.585837279027482,0.202005257517733
'A',0.741379579401175,3.73062610328486
'A',-0.000249098858641622,0.798522711126801
'B',-0.525557708241928,-3.34635291412858
'B',1.2375080120967,1.36249233432789
'A',0.387099973584358,2.82157282782018
'A',-0.261246893389525,-0.25518682170101
'A',0.460695150609533,3.93501072510746
'A',0.0327830774151287,-0.830781575929388
'B',0.489543330500274,2.06637818487599
'A',-0.0435355146198061,1.96743662297346
'A',1.31996448253824,4.43809775050742
'B',3.44571753636072,5.71409512583465
'A',-1.83244692049098,-3.39248116161999
'A',0.474626895011428,0.674563022306887
'A',0.0873157368003633,-0.311599162367122
'B',-0.68548456792779,-0.916167851712997
'A',-0.248996476513898,-0.270147120618685
'B',-1.33975657427259,-3.39826692677887
'B',-1.64799746156774,-3.21821487781102
'B',1.17794554101702,2.16387608275453
'B',-0.0409478447724514,-2.06846191748317
'B',0.521646922466024,2.92329674539124
'B',-1.83169157722055,-5.72419407223166
'A',-0.938390057626146,-2.19309877671353
'B',-1.51249083156207,-4.64624715436807
'A',-0.32348530421134,1.20924859704694
'B',-1.53249383549768,-4.60731456433047
'B',0.577172153874858,0.811649796932411
'B',-0.350364759307858,-2.85435836721382
'B',-0.00739868355127637,-1.10754825485475
'B',1.55217886521613,1.54454680834276
'B',-1.15573962803145,-3.1754684011796
'B',0.684581573565953,2.7317020683009
'B',0.220239747692631,0.875972466476187
'A',-0.753605254201915,0.490497306292039
'B',0.00798696808011967,-0.586428529906338
'A',-0.919987892227634,-1.86712032104077
'B',1.37394193067104,2.86581482296664
'A',-0.304284448180159,-0.815220938371883
'B',2.03567460948583,2.86880294632986
'B',-0.367118727060646,-1.87841137939545
'B',1.57075763012699,3.30182833578189
'A',0.274775586048926,1.66484319894626
'A',0.621506950409673,2.68739159615745
'B',0.140287600902351,-0.462753674486961
'A',1.54667772941138,5.27797526229715
'A',-1.8922265471767,-4.90515746900206
'B',-0.510051669295856,-1.0179554432433
'A',2.61062522087273,6.78526903083813
'B',0.420304843480559,0.832406295201416
'A',0.513507470859953,1.91455146084791
'B',0.356142223769092,-0.37995832258063
'A',0.646477795382575,1.71740503927638
'B',-0.662045995454352,-2.94426570943803
'B',-0.36438204786631,-1.3088739776998
'A',0.216025455931178,2.6823448201304
'A',2.82690049897048,7.60163103383898
'B',-0.405713635950213,-1.88807307265852
'B',0.355102557569555,-0.222463582241341
'B',0.181407184525506,1.05318776599411
'A',-1.67073652159174,-1.28387199792207
'A',0.303675944105199,0.526008720546427
'A',1.40001400103992,2.75338666939337
'B',0.694847736219265,-0.549597014950598
'B',-0.105943042976708,-0.856248268577332
'A',-1.25580206380489,-1.36266407894355
'B',1.2342049496144,1.17447791995655
'A',-0.991951334958514,-0.558400042272514
'A',-1.45879019762109,-1.4414879945572
'A',2.08727552980983,5.31783281084036
'A',0.995707238704483,3.63198398352886
'A',-1.10064143080014,-2.2140829612355
'B',-1.28783836763847,-3.68059225621521
'A',1.54789140031139,4.50937510123067
'A',0.671872026545435,2.41296774942788
'A',-0.183622824929963,-1.10442567132118
'B',-0.4598050881598,-1.01272927766445
'B',-0.0117028398147146,-0.436342782663777
'B',0.241985783369045,0.452767037258026
'B',-0.463826158331485,-1.89967797258484
'B',1.74516378326242,3.9001087500765
'B',-2.77857184492681,-9.97352709309898
'B',-0.593378215916563,-2.78605869686462
'A',0.200820687931181,0.622507647397373
'A',0.797088555959216,1.50196994360935
'B',-1.08511594187424,-4.73029467441962
'B',-0.252324071737607,-1.45609137230432
'A',-1.88523887428226,-4.07129967442123
'A',0.633431335733925,2.70809185992651
'A',-1.73582989901043,-3.99184769309299
'A',-0.718607946134162,1.482472822064
'A',-0.995735589027201,-1.55483288408598
'A',-0.644019679051363,0.451272914827634
'A',-0.310331887881851,2.59678835948755
'A',0.616375704940686,1.72676517839947
'B',-0.362871156113486,-2.441400518095
'B',0.20711276148246,-0.710595767557361
'B',0.457112040749805,-0.647730304694137
'A',-0.254137019460892,-0.161702816494294
'A',-0.221166629692964,0.223374419188225
'A',1.46876556584781,4.66247586429251
'B',0.451383329234592,1.18941488233603
'B',-0.146905181200769,-0.336014396042321
'B',1.14811104719448,2.15388634499407
'B',-0.576213520014673,-2.8566494998214
'B',0.464217437496965,0.408564110671178
'A',0.464996697252811,2.08827212411742
'A',2.8660535602328,7.12280650463749
'A',-1.95199131075851,-4.10756005564527
'A',0.196645786132126,0.87018268507924
'B',0.869606664203104,0.99696110637976
'A',0.648279201761903,3.73823930877573
'A',0.551551259670594,3.82214082382604
'A',-0.878089099905266,-1.22877699054847
'A',-0.328098307062013,0.203595161248826
'B',1.42870857655779,2.0214827407546
'B',2.09672732681342,2.75039641782219
'A',0.634139058674699,2.55146290540994
'A',1.12197254691852,2.66972533841311
'B',0.129180278794524,-1.26450999598796
'A',-1.43093067264991,-2.73801749227262
'B',-2.33826169336562,-6.66275050704653
'A',1.00403835654959,2.87208091347543
'A',-0.213708521744131,1.59744388650543
'B',-0.597847862511766,-1.45074563639984
'A',-0.266852049665434,-0.106087150317674
'A',1.14049340592504,3.11067850431727
'B',0.610329874733064,-1.03954529137825
'A',0.627341427574105,2.60914251737185
'B',0.344290045352898,-1.24333378293124
'A',-2.14461441737118,-4.37389724568694
'A',-0.476516244556519,0.955905987482492
'A',-1.16092582179446,1.04574491937688
'B',1.13044239329726,2.09248580919564
'A',1.96417185454778,6.56818591826516
'B',-0.453091877466819,-2.40028885865496
'B',-0.601248029542141,-2.84126028031552
'B',0.712443216994256,0.838237904505019
'B',0.54892681567387,-0.388686067108598
'A',1.84978342833051,6.9408828977363
'A',-0.898997291611947,-1.63645124286375
'B',0.831734077067937,1.16985424881253
'B',1.3516040267856,3.66699479977302
'B',1.08323513628952,2.9613194875084
'B',-0.040244420604348,-0.341898762343981
'A',-0.535311476606643,-0.99603354239846
'A',-0.952092131759829,-0.699900037654302
'A',0.313434035170746,2.19212045347204
'A',0.705565059503938,2.94904382845774
'A',-1.23256219968545,-1.55015648928263
'A',-0.934885300138666,-2.26372444245498
'B',-0.869207486641712,-3.17938738812874
'B',-1.81669263571067,-4.18685015007922
'B',-0.95112054958157,-4.49809471128418
'A',0.863893305053829,1.57849673787707
'B',-0.425889247817742,-1.9094669241362
'A',-1.92553236179789,-3.76146869300048
'A',-0.338941457391357,-1.34085429599802
'B',0.25686571383154,-1.24577412408776
'A',-0.471225788795469,0.533228373952368
'A',1.14604374670041,5.73884183753771
'A',1.90903113609468,5.63412955957181
'B',-0.443108630318394,-0.685595583711226
'B',-0.831670551291088,-2.63787737296823
'A',1.12121491267946,5.80601481000407
'B',0.127476620724718,-0.481239524602273
'B',-1.74607040232539,-3.07052131950339
'B',1.41131343135507,2.29215545992898
'B',-0.832713801627929,-3.79960286028093
'B',0.603298624832557,0.917334582055554
'B',1.94670478317827,2.73420381475325
'A',0.00412672032839829,-0.509847519465109
'A',0.826575893479081,4.50973305302908
'A',0.694018786606492,3.99995177495538
'B',0.174824850932463,-0.597340796802392
'A',-0.632044200000097,0.426464446321088
'B',-1.90334505248555,-5.69430784644199
'B',-0.339917225487941,-3.4995105047776
'A',-1.00092755154743,-1.1134158028829
'A',-1.24751553359962,-1.2379025829386
'A',-0.468745853911374,-1.31749960956447
'A',1.7100390327475,2.80846297854013
'B',-0.300989853951589,-2.67007047146562
'A',0.888831773168546,2.54864290689006
'A',0.0908510005995729,0.606289668705933
'A',0.253552292815119,0.617180769308315
'B',2.2739696117586,5.45702553058267
'A',1.60602266920242,4.38714647559535
'A',-0.538718000811587,-0.177267700561126
'A',-0.0427178741379652,1.09908025779454
'A',0.203545465312425,1.39694639207846
'B',-0.248750252125702,-0.966077715198322
'B',-0.86828126618747,-4.20213197378072
'A',1.38871492799059,5.46007758794119
'B',0.130643113808719,-0.255109941673457
'A',-0.956275399659475,-0.710562877360638
'B',0.928510060773858,2.20789668400676
'B',0.217361370415257,0.036163143258359
'B',2.26963963219727,4.37872818932875
'A',1.03081593342132,3.72070154971949
'B',0.547012759379117,1.90278186135143
'B',0.722531834628997,1.79639892946229
'B',-0.573344000681709,-3.37272469763207
'B',-0.562208656210886,-2.91712269896538
'A',-0.284073852461859,0.591666956534172
'A',2.18248202370233,7.20610481289851
'A',0.0451675902637926,1.71606890413169
'B',-2.20249051988348,-5.9710272030135
'A',0.585160651176874,1.16794511377526
'B',0.212611725017039,1.02952145526671
'A',-0.18428098528526,1.01331663576403
'A',0.982365425632448,2.03430485119051
'A',-0.559555891641568,-0.504119590630599
'A',-0.650866312839455,-1.25854082009383
'A',1.31550444887172,2.02443053703261
'A',0.249764735812026,1.3599430768
'B',0.832254851772763,-0.860621475860892
'B',0.0652461478824216,-0.312027697079324
'A',0.833462577435354,2.84497958226768
'A',-1.32902840098239,-2.36246511727531
'A',0.0357856120179049,0.0848858083226714
'A',0.835661610878197,1.95295055963254
